The domain model 'ecoreDiff' describes the core structural elements and their relationships within the system.

The model defines 113 main class(es).

'ecoreDiff_EAttribute' represents an important domain concept.
It has one attribute: 'iD', which is of type bool.

'ecoreDiff_AddedEClassifier_Wildcard' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EStringToStringMapEntry' represents an important domain concept.
It has the following attributes: 'key', which is of type str; 'value', which is of type str.

'ecoreDiff_ChangedETypedElement' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEClassifier' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EFactory' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEParameter' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEDataType' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEClassifier_Wildcard' represents an important domain concept.
It does not declare any attributes.

'EStructuralFeature_Wildcard' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEStringToStringMapEntry' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedETypeParameter' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEFactory' represents an important domain concept.
It does not declare any attributes.

'EClassifier_Wildcard' represents an important domain concept.
It does not declare any attributes.

'EFactory' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEAttribute' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EReference' represents an important domain concept.
It has the following attributes: 'containment', which is of type bool; 'resolveProxies', which is of type bool; 'container', which is of type bool.

'ecoreDiff_AddedEOperation' represents an important domain concept.
It does not declare any attributes.

'ETypedElement' represents an important domain concept.
It does not declare any attributes.

'DifferenceElement' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEAttribute' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_AddedEReference' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EAnnotation' represents an important domain concept.
It has one attribute: 'source', which is of type str.

'EGenericType' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_AddedEParameter' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEParameter' represents an important domain concept.
It does not declare any attributes.

'EEnum' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EOperation' represents an important domain concept.
It does not declare any attributes.

'EAttribute' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ENamedElement' represents an important domain concept.
It has one attribute: 'name', which is of type str.

'ecoreDiff_ChangedEEnumLiteral' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEClass' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_AddedETypedElement' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEGenericType' represents an important domain concept.
It does not declare any attributes.

'EObject' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEGenericType' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEOperation' represents an important domain concept.
It does not declare any attributes.

'EAnnotation' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_EModelElement' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEEnumLiteral' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_AddedETypeParameter' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEStructuralFeature_Wildcard' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEAnnotation' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_DeletedEStructuralFeature' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_ChangedEAnnotation' represents an important domain concept.
It does not declare any attributes.

'EParameter' represents an important domain concept.
It does not declare any attributes.

'ecoreDiff_AddedEModelElement' represents an important domain concept.
It does not declare any attributes.

